report_start,report_end,exchange,bps_bucket,obligation_usd,imc_liquidity_usd,market_liquidity_usd,kpi_ratio_imc_over_obligation,kpi_percent_of_obligation,kpi_outperform,capture_pct_imc_over_market,capture_percent,uptime_pct,avg_bid_ask_spread_usd,avg_bid_ask_spread_bps,market_share_pct,source_file
1/11/2025,30/11/2025,Bybit,15,23700,20600,78900,0.869198312,86.91983122,FALSE,0.26108998732572875,26.108998732572875,99.91,0.001068,4.9,,Frijt Trading - NEAR Report 2025-11-01 - 2025-11-30 (1).pdf
1/11/2025,30/11/2025,Bybit,25,59100,53200,163600,0.900169205,90.01692047,FALSE,0.3251833740831296,32.51833740831296,99.91,0.001068,4.9,,Frijt Trading - NEAR Report 2025-11-01 - 2025-11-30 (1).pdf
1/11/2025,30/11/2025,Bybit,50,88700,80600,310700,0.908680947,90.8680947,FALSE,0.2594142259414226,25.94142259414226,99.91,0.001068,4.9,,Frijt Trading - NEAR Report 2025-11-01 - 2025-11-30 (1).pdf
1/11/2025,30/11/2025,Bybit,100,118300,107600,475300,0.909551986,90.95519865,FALSE,0.2263833368398906,22.63833368398906,99.91,0.001068,4.9,,Frijt Trading - NEAR Report 2025-11-01 - 2025-11-30 (1).pdf
1/11/2025,30/11/2025,Bybit,200,236500,215900,750100,0.912896406,91.28964059,FALSE,0.28782828956139184,28.782828956139184,99.91,0.001068,4.9,,Frijt Trading - NEAR Report 2025-11-01 - 2025-11-30 (1).pdf
1/11/2025,30/11/2025,Coinbase,15,5900,5000,112000,0.847457627,84.74576271,FALSE,0.044642857142857144,4.464285714285714,97.12,0.001188,5.5,,Frijt Trading - NEAR Report 2025-11-01 - 2025-11-30 (1).pdf
1/11/2025,30/11/2025,Coinbase,25,17700,15300,206600,0.86440678,86.44067797,FALSE,0.074056147,7.405614714424008,97.12,0.001188,5.5,,Frijt Trading - NEAR Report 2025-11-01 - 2025-11-30 (1).pdf
1/11/2025,30/11/2025,Coinbase,50,26600,23300,397200,0.87593985,87.59398496,FALSE,0.058660624,5.866062437059416,97.12,0.001188,5.5,,Frijt Trading - NEAR Report 2025-11-01 - 2025-11-30 (1).pdf
1/11/2025,30/11/2025,Coinbase,100,35400,31700,661300,0.895480226,89.5480226,FALSE,0.047935883865114166,4.793588386511416,97.12,0.001188,5.5,,Frijt Trading - NEAR Report 2025-11-01 - 2025-11-30 (1).pdf
1/11/2025,30/11/2025,Coinbase,200,88600,78500,710500,0.886004515,88.60045147,FALSE,0.11048557353976073,11.048557353976072,97.12,0.001188,5.5,,Frijt Trading - NEAR Report 2025-11-01 - 2025-11-30 (1).pdf
1/11/2025,30/11/2025,OKX,15,23600,24400,135600,1.033898305,103.3898305,TRUE,0.17994100294985252,17.99410029498525,99.97,0.001143,5.3,,Frijt Trading - NEAR Report 2025-11-01 - 2025-11-30 (1).pdf
1/11/2025,30/11/2025,OKX,25,59100,63000,278300,1.065989848,106.5989848,TRUE,0.22637441609773626,22.637441609773624,99.97,0.001143,5.3,,Frijt Trading - NEAR Report 2025-11-01 - 2025-11-30 (1).pdf
1/11/2025,30/11/2025,OKX,50,88700,94900,523299.99999999994,1.069898534,106.9898534,TRUE,0.1813491305178674,18.134913051786743,99.97,0.001143,5.3,,Frijt Trading - NEAR Report 2025-11-01 - 2025-11-30 (1).pdf
1/11/2025,30/11/2025,OKX,100,118200,128300.00000000001,790600,1.085448393,108.5448393,TRUE,0.16228181128257022,16.22818112825702,99.97,0.001143,5.3,,Frijt Trading - NEAR Report 2025-11-01 - 2025-11-30 (1).pdf
1/11/2025,30/11/2025,OKX,200,236500,256399.99999999997,1119400,1.084143763,108.4143763,TRUE,0.22905127747007323,22.905127747007324,99.97,0.001143,5.3,,Frijt Trading - NEAR Report 2025-11-01 - 2025-11-30 (1).pdf
1/12/2025,31/12/2025,Binance,15,26500,28000,255900,1.056603774,105.6603774,TRUE,0.10941774130519734,10.941774130519734,99.64,0.001,6.2,,Frijt Trading - NEAR Report 2025-12-01 - 2025-12-31.pdf
1/12/2025,31/12/2025,Binance,25,66200,72200,487100,1.090634441,109.0634441,TRUE,0.1482241839458017,14.82241839458017,99.64,0.001,6.2,,Frijt Trading - NEAR Report 2025-12-01 - 2025-12-31.pdf
1/12/2025,31/12/2025,Binance,50,88200,98800,981000,1.120181406,112.0181406,TRUE,0.10071355759429154,10.071355759429155,99.64,0.001,6.2,,Frijt Trading - NEAR Report 2025-12-01 - 2025-12-31.pdf
1/12/2025,31/12/2025,Binance,100,132300,150000,1617000,1.133786848,113.3786848,TRUE,0.092764378,9.276437847866418,99.64,0.001,6.2,,Frijt Trading - NEAR Report 2025-12-01 - 2025-12-31.pdf
1/12/2025,31/12/2025,Binance,200,220500,250000,1815200,1.133786848,113.3786848,TRUE,0.1377258704275011,13.772587042750109,99.64,0.001,6.2,,Frijt Trading - NEAR Report 2025-12-01 - 2025-12-31.pdf
1/12/2025,31/12/2025,Bybit,15,17600,18500,76500,1.051136364,105.1136364,TRUE,0.24183006535947713,24.18300653594771,99.86,0.001013,6.3,,Frijt Trading - NEAR Report 2025-12-01 - 2025-12-31.pdf
1/12/2025,31/12/2025,Bybit,25,44100,47800,183900,1.083900227,108.3900227,TRUE,0.2599238716693855,25.992387166938553,99.86,0.001013,6.3,,Frijt Trading - NEAR Report 2025-12-01 - 2025-12-31.pdf
1/12/2025,31/12/2025,Bybit,50,66200,73700,357200,1.113293051,111.3293051,TRUE,0.20632698768197089,20.632698768197088,99.86,0.001013,6.3,,Frijt Trading - NEAR Report 2025-12-01 - 2025-12-31.pdf
1/12/2025,31/12/2025,Bybit,100,88200,98500,515900,1.116780045,111.6780045,TRUE,0.19092847451056405,19.092847451056404,99.86,0.001013,6.3,,Frijt Trading - NEAR Report 2025-12-01 - 2025-12-31.pdf
1/12/2025,31/12/2025,Bybit,200,176500,197600,897100,1.119546742,111.9546742,TRUE,0.22026529929773717,22.026529929773716,99.86,0.001013,6.3,,Frijt Trading - NEAR Report 2025-12-01 - 2025-12-31.pdf
1/12/2025,31/12/2025,Coinbase,15,4400,4700,124700,1.068181818,106.8181818,TRUE,0.037690457,3.769045709703288,98.95,0.001068,6.7,,Frijt Trading - NEAR Report 2025-12-01 - 2025-12-31.pdf
1/12/2025,31/12/2025,Coinbase,25,13200,14100,256300,1.068181818,106.8181818,TRUE,0.055013656,5.501365587202497,98.95,0.001068,6.7,,Frijt Trading - NEAR Report 2025-12-01 - 2025-12-31.pdf
1/12/2025,31/12/2025,Coinbase,50,19800,21900,538500,1.106060606,110.6060606,TRUE,0.040668523676880224,4.066852367688022,98.95,0.001068,6.7,,Frijt Trading - NEAR Report 2025-12-01 - 2025-12-31.pdf
1/12/2025,31/12/2025,Coinbase,100,26500,30000,851900,1.132075472,113.2075472,TRUE,0.035215401,3.521540086864655,98.95,0.001068,6.7,,Frijt Trading - NEAR Report 2025-12-01 - 2025-12-31.pdf
1/12/2025,31/12/2025,Coinbase,200,66200,74200,944700,1.120845921,112.0845921,TRUE,0.078543453,7.854345294802583,98.95,0.001068,6.7,,Frijt Trading - NEAR Report 2025-12-01 - 2025-12-31.pdf
1/12/2025,31/12/2025,OKX,15,17600,19200,141100,1.090909091,109.0909091,TRUE,0.13607370659107015,13.607370659107016,99.92,0.001002,6.2,,Frijt Trading - NEAR Report 2025-12-01 - 2025-12-31.pdf
1/12/2025,31/12/2025,OKX,25,44100,48700,293100,1.10430839,110.430839,TRUE,0.16615489593995222,16.61548959399522,99.92,0.001002,6.2,,Frijt Trading - NEAR Report 2025-12-01 - 2025-12-31.pdf
1/12/2025,31/12/2025,OKX,50,66200,74300,518100,1.122356495,112.2356495,TRUE,0.14340860837676125,14.340860837676125,99.92,0.001002,6.2,,Frijt Trading - NEAR Report 2025-12-01 - 2025-12-31.pdf
1/12/2025,31/12/2025,OKX,100,88200,101000,731000,1.145124717,114.5124717,TRUE,0.1381668946648427,13.81668946648427,99.92,0.001002,6.2,,Frijt Trading - NEAR Report 2025-12-01 - 2025-12-31.pdf
1/12/2025,31/12/2025,OKX,200,176500,201400,1125000,1.141076487,114.1076487,TRUE,0.17902222222222222,17.90222222222222,99.92,0.001002,6.2,,Frijt Trading - NEAR Report 2025-12-01 - 2025-12-31.pdf
